id;NumSiret;RSocMo;LocalibCommune;LocaCodArdt;LocalibDept;LocaCodDept;LocalibReg;LocaCodReg;CodeINSEECommuneMo;VilleResidMo;CodePostalMo;RueMo;LibCodeNafMo;LibNatureMo;GeoCodeLocal;geeoinseemo;GeoInseeMo;TotalDepRetvalidAC;TotpayeMoMt;TotpayePrivMt;TotpayeAPMt;TotpayeDeptMt;TotpayeRegionMt;TotpayeEtatMt;TotpayeUEMt;DerPfvTotProgRegionCper;DerPfvTotProgEtatCper;DerPfvTotProgApMt;DerPfvTotProgDeptMt;DerPfvTotProgRegionMt;DerPfvTotProgEtatMt;DerPfvTotProgUEMt;DerPfvCTotEligProgMt;MntCoutglobProjet;DtPremierComite;DtLimFinRealPhy;DtLimDebutRealPhy;DtDepotDoss;IndicSoldeDossier;IndicPayeDossier;LibStatus;LibDossier;LibelleFonds;CodeDossier;LocaCodCommune;LocalibCanton;LocaCodCanton;LocalibArdt
11;23350001600040;Conseil Régional de Bretagne;MOREAC;2;MORBIHAN;56;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;47.7918218379, -2.31430772802;;48.1119791219, -1.68186449144;40755.21;20377.61;0.0;0;0;0;0;20377.6;0.0;0.0;0;0;0.0;0.0;20377.602;40755.213;9106266.6;28/04/2011;31/01/2013;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15163 - Prestation Préparatoire à l'Emploi - Lot n° PPE 19 - MOREAC - Locminé Formation/CFP des MFR;Fonds Social Européen;32801;56140;LOCMINE;16;PONTIVY
12;18290013400012;Chambre de Commerce et d'Industrie de Quimper-Cornouaille;DOUARNENEZ;4;FINISTERE;29;BRETAGNE;53;29232;QUIMPER;29330;145, avenue de Keradennec*-RC-*CS76029*-RC-*BP 410;Activités des organisations patronales et consulaires;AUTRE PUBLIC;;;47.9971425162, -4.09111944455;322681.851;0;0.0;96804.55;64536.37;64536.37;32268.19;64536.37;420958.44;210479.22;631437.66;420958.44;420958.44;210479.22;420958.44;2104792.2;2454892.2;22/01/2013;30/04/2015;22/12/2013;2012-12-03;N;N;Programmé;Restructuration de la halle à marée du port de Douarnenez : création d'un hall d'expédition impliquant réorganisation des ateliers de mareyage aux fins d'extension (GO), retraitement des facades, des toitures sur les extensions et du terre-plein;Fonds Européen pour la Pêche;33890;29046;DOUARNENEZ;13;QUIMPER
13;23350001600040;Conseil Régional de Bretagne;DOUARNENEZ;4;FINISTERE;29;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;69089.4;34544.7;0.0;0;0;0;0;34544.7;0.0;0.0;0;0;0.0;0.0;34544.7;69089.4;1290062.7;28/04/2011;01/12/2012;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15167 - Prestation Orientation Professionnelle - Lot n° POP 09 - Douarnenez - IBEP;Fonds Social Européen;32750;29046;DOUARNENEZ;13;QUIMPER
14;23350001600040;Conseil Régional de Bretagne;0;0;0;0;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;97187.23;48593.62;0.0;0;0;0;0;48593.61;0.0;0.0;0;0;0.0;0.0;48593.61;97187.229;1290062.7;28/04/2011;01/12/2012;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15173 - Prestation Orientation Professionnelle - Lot n° POP 25 - Montfort sur Meu, Guichen, Bain de Bretagne - IBEP;Fonds Social Européen;32754;0;0;0;0
15;23350001600040;Conseil Régional de Bretagne;COMBOURG;4;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;51897.15;25948.58;0.0;0;0;0;0;25948.58;0.0;0.0;0;0;0.0;0.0;25948.575;51897.15;619579.8;28/04/2011;29/03/2013;09/05/2011;2011-03-24;O;O;Programmé;Marché n° 15192 - Technicien supérieur agricole - Lot n° 2 - Lesneven - IREO Lesneven;Fonds Social Européen;32761;35085;COMBOURG;9;SAINT-MALO
16;23350001600040;Conseil Régional de Bretagne;RENNES;3;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;308507.9;154253.95;0.0;0;0;0;0;154253.95;0.0;0.0;0;0;0.0;0.0;154253.952;308507.904;1290062.7;28/04/2011;01/12/2012;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15172 - Prestation Orientation Professionnelle - Lot n° POP 24 - Rennes - IBEP;Fonds Social Européen;32751;35238;RENNES;98;RENNES
17;23350001600040;Conseil Régional de Bretagne;RENNES;3;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;238434.84;119217.42;0.0;0;0;0;0;119217.42;0.0;0.0;0;0;0.0;0.0;119217.42;238434.84;9106266.6;28/04/2011;31/01/2013;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15137 - Prestation Préparatoire à l'Emploi - Lot n° PPE 21 - Rennes - CLPS;Fonds Social Européen;32800;35238;RENNES;98;RENNES
18;23350001600040;Conseil Régional de Bretagne;LORIENT;1;MORBIHAN;56;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;110686.5;00/01/1900;09/04/2011;10/02/2010;2009-08-31;N;N;Abandonné / Déprogrammé;Marche 14589 - Assistant(e) de vie aux familles (Lorient);Fonds Social Européen;29997;56121;LORIENT;98;LORIENT
19;23350001600040;Conseil Régional de Bretagne;BRUZ;3;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;110686.5;00/01/1900;17/09/2011;11/01/2010;2009-10-09;N;N;Abandonné / Déprogrammé;Marche 14571 - Administrateur(rice) de réseaux (Bruz);Fonds Social Européen;29996;35047;BRUZ;47;RENNES
20;18290013400012;Chambre de Commerce et d'Industrie de Quimper-Cornouaille;Plusieurs communes;4;FINISTERE;29;BRETAGNE;53;29232;QUIMPER;29330;145, avenue de Keradennec*-RC-*CS76029*-RC-*BP 410;Activités des organisations patronales et consulaires;AUTRE PUBLIC;;;47.9971425162, -4.09111944455;28201.5;15348.15;0.0;5640.3;11280.6;11280.6;4392.9;8460.45;11280.6;11280.6;5640.3;11280.6;11280.6;11280.6;16920.9;56403.0;56403;22/01/2013;31/03/2015;26/11/2013;2012-06-01;N;N;Programmé;Assistance à maîtrise d'oeuvre pour l'installation de systèmes d'eau de mer propre dans les criées de Cornouaille;Fonds Européen pour la Pêche;33688;0;Plusieurs cantons;0;QUIMPER
21;18290013400012;Chambre de Commerce et d'Industrie de Quimper-Cornouaille;Plusieurs communes;4;FINISTERE;29;BRETAGNE;53;29232;QUIMPER;29330;145, avenue de Keradennec*-RC-*CS76029*-RC-*BP 410;Activités des organisations patronales et consulaires;AUTRE PUBLIC;;;47.9971425162, -4.09111944455;143986.5;43195.95;0.0;0;28797.3;28797.3;14398.65;28797.3;0.0;0.0;0;29112.3;29112.3;14556.15;29112.3;145561.5;145561.5;18/10/2010;31/10/2010;01/04/2010;2010-03-22;O;O;Programmé;Mise à jour et sécurisation de l'informatique de vente pour les Ports cornouaillais;Fonds Européen pour la Pêche;31374;0;Plusieurs cantons;0;QUIMPER
22;31545808300096;Compagnons Bâtisseurs Bretagne;RENNES;3;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;216 route de Lorient - BP 42037;Autres organisations fonctionnant par adhésion volontaire;PERSONNE MORALE DE DROIT PRIVE;;;48.1119791219, -1.68186449144;668119.7;126526.05;0.0;0;226263.36;0;89066.93;226263.36;0.0;0.0;0;226263.36;0.0;89066.934;226263.357;667349.217;101457;27/09/2012;31/12/2013;01/01/2013;2011-11-13;O;O;Programmé;2010 - 2012 Encadrement et accompagnement socioprofessionnel des salariés sur le chantier d'insertion;Fonds Social Européen;30276;35238;RENNES;98;RENNES
23;31545808300096;Compagnons Bâtisseurs Bretagne;0;3;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;216 route de Lorient - BP 42037;Autres organisations fonctionnant par adhésion volontaire;PERSONNE MORALE DE DROIT PRIVE;;;48.1119791219, -1.68186449144;219758.9;0;0.0;130905.88;42391.2;0;17152.76;29309.06;0.0;0.0;130905.88;42391.2;0.0;17152.758;29309.058;219758.895;21600;18/11/2012;31/12/2014;01/01/2013;2011-12-28;O;O;Programmé;Renforcement et validation des mises en situation, des aptitudes et compétences sociopro- Année 2010;Fonds Social Européen;30645;0;0;0;RENNES
24;31545808300096;Compagnons Bâtisseurs Bretagne;RENNES;3;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;216 route de Lorient - BP 42037;Autres organisations fonctionnant par adhésion volontaire;PERSONNE MORALE DE DROIT PRIVE;;;48.1119791219, -1.68186449144;219196;54192.09;0.0;0;72165.6;0;20672.71;72165.6;0.0;0.0;0;72165.6;0.0;20672.712;72165.6;219195.999;101457;27/05/2013;31/12/2013;01/01/2013;2012-10-29;O;O;Programmé;2013 Encadrement et accompagnement socioprofessionnel des salariés sur le chantier d'insertion;Fonds Social Européen;34725;35238;RENNES;98;RENNES
25;37718074000013;ARMEMENT BIGOUDEN SA;GUILVINEC;4;FINISTERE;29;BRETAGNE;53;29072;GUILVINEC;29730;Quai d'Estienne d'Orves - BP 27;Pêche en mer;PERSONNE MORALE DE DROIT PRIVE;;;47.8012448483, -4.28617785695;5481;3288.6;0.0;0;136.8;273.6;1343.52;438.48;273.6;0.0;0;136.8;273.6;1343.52;438.48;5481.0;143658;26/04/2013;31/12/2013;30/06/2013;2011-02-08;O;O;Programmé;Modernisation du BARA LODENN - Installation d'une balise  homme à la mer  et mise en place d'une balance électronique;Fonds Européen pour la Pêche;33496;29072;GUILVINEC;49;QUIMPER
26;18290013400012;Chambre de Commerce et d'Industrie de Quimper-Cornouaille;QUIMPER;4;FINISTERE;29;BRETAGNE;53;29232;QUIMPER;29330;145, avenue de Keradennec*-RC-*CS76029*-RC-*BP 410;Activités des organisations patronales et consulaires;AUTRE PUBLIC;;;47.9971425162, -4.09111944455;0;0;0.0;0;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;108717.3;00/01/1900;00/01/1900;00/01/1900;2007-12-06;N;N;Abandonné / Déprogrammé;Acquisition de matériel HACCP (2ème tranche);Fonds Européen pour la Pêche;27925;29232;QUIMPER;98;QUIMPER
27;34815562300013;Association de Gestion & Comptabilité des Côtes d'Armor (CER France);0;0;0;22;BRETAGNE;53;22187;PLERIN;22190;Avenue du Chalutier  Sans Pitié  - BP 530*-RC-*;Activités comptables;PERSONNE MORALE DE DROIT PRIVE;;;48.5441732134, -2.77004635921;0;-12150;0.0;8100;0;4050;0;0;0.0;0.0;8100;0;0.0;0.0;0.0;16200.0;16200;31/12/2012;31/12/2012;01/01/2012;2012-01-01;O;N;Programmé;saint brieuc - 2012 - Diagnostics individuels;Plan de Lutte contre les Algues Vertes;36784;0;0;0;0
28;18290013400103;Chambre de Commerce et d'Industrie de Quimper Cornouaille;0;4;FINISTERE;29;BRETAGNE;53;29232;QUIMPER;29000;145 avenue de Keradennec;Activités des organisations patronales et consulaires;AUTRE PUBLIC;;;47.9971425162, -4.09111944455;37816.2;8873.109;0.0;5490;10350;0;0;13103.091;0.0;0.0;5490;10350;0.0;0.0;13103.091;37816.2;59690.7;11/12/2010;31/12/2010;01/01/2010;2010-10-10;O;O;Programmé;Entreprendre en France - Finistère;Fonds Social Européen;27429;0;0;0;QUIMPER
29;23350001600040;Conseil Régional de Bretagne;FOUGERES;1;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;95553.83;47776.91;0.0;0;0;0;0;47776.91;0.0;0.0;0;0;0.0;0.0;47776.914;95553.828;9106266.6;28/04/2011;31/01/2013;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15118 - Prestation Préparatoire à l'Emploi - Lot n° PPE 12 - Fougères - Association JB Le Taillandier AREP Fougéres;Fonds Social Européen;32812;35115;FOUGERES;97;FOUGERES
30;23350001600040;Conseil Régional de Bretagne;SAINT-MALO;4;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;186945.31;93472.66;0.0;0;0;0;0;93472.65;0.0;0.0;0;0;0.0;0.0;93472.65;186945.309;9106266.6;28/04/2011;01/12/2012;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15134 -  Prestation d'orientation professionnelle - Lot n° POP 29 - SAINT MALO - CLPS;Fonds Social Européen;32802;35288;SAINT-MALO;96;SAINT-MALO
31;23350001600040;Conseil Régional de Bretagne;LOUDEAC;4;COTES-D´ARMOR;22;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;32896.67;16448.34;0.0;0;0;0;0;16448.33;0.0;0.0;0;0;0.0;0.0;16448.328;32896.665;9106266.6;28/04/2011;31/01/2013;16/06/2011;2011-03-15;O;O;Programmé;Marché n°15160 - Prestation Préparatoire à l'Emploi - Lot n° PPE 05 - Loudéac - ADALEA;Fonds Social Européen;32813;22136;LOUDEAC;22;SAINT-BRIEUC
32;23350001600040;Conseil Régional de Bretagne;BREST;1;FINISTERE;29;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;103746.5;51873.26;0.0;0;0;0;0;51873.25;0.0;0.0;0;0;0.0;0.0;51873.246;103746.501;9106266.6;28/04/2011;31/01/2013;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15157 - Prestation Préparatoire à l'Emploi - Lot n° PPE 02 - BREST - Association DON BOSCO;Fonds Social Européen;32814;29019;BREST;99;BREST
33;23350001600040;Conseil Régional de Bretagne;HENNEBONT;1;MORBIHAN;56;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;101754.59;50877.3;0.0;0;0;0;0;50877.29;0.0;0.0;0;0;0.0;0.0;50877.288;101754.585;9106266.6;28/04/2011;01/12/2012;16/06/2011;2011-03-15;O;O;Programmé;Marché n°15170 - Prestation d'orientation professionnelle - Lot n° POP 17 - Hennebont - IBEP;Fonds Social Européen;32844;56083;HENNEBONT;14;LORIENT
34;23350001600040;Conseil Régional de Bretagne;GOURIN;2;MORBIHAN;56;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;43767;21883.5;0.0;0;0;0;0;21883.5;0.0;0.0;0;0;0.0;0.0;21883.5;43767.0;9106266.6;28/04/2011;01/12/2012;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15115 -  Prestation d'orientation professionnelle - Lot n° POP 06 - GOURIN - AREP COB;Fonds Social Européen;32827;56066;GOURIN;9;PONTIVY
35;23350001600040;Conseil Régional de Bretagne;0;0;0;0;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;88182.97;44091.49;0.0;0;0;0;0;44091.49;0.0;0.0;0;0;0.0;0.0;44091.486;88182.972;9106266.6;28/04/2011;31/01/2013;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15153 - Prestation Préparatoire à l'Emploi - Lot n° PPE 14 -  Divers lieux en Bretagne - AGORA FORMATION;Fonds Social Européen;32818;0;0;0;0
36;23350001600040;Conseil Régional de Bretagne;0;0;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;29688.12;14844.06;0.0;0;0;0;0;14844.06;0.0;0.0;0;0;0.0;0.0;14844.06;29688.12;653751.9;28/04/2011;15/03/2013;23/05/2011;2011-03-24;O;O;Programmé;Marché n°15189 - Technicien de maintenance - Lot n° 14 - Vitré / Fougères - Greta Est Bretagne;Fonds Social Européen;32865;0;0;0;0
37;23350001600040;Conseil Régional de Bretagne;VANNES;3;MORBIHAN;56;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;47.7159229255, -3.39111373247;;48.1119791219, -1.68186449144;57170.24;28585.13;0.0;0;0;0;0;28585.12;0.0;0.0;0;0;0.0;0.0;28585.116;57170.241;789095.48;05/07/2012;22/02/2014;11/06/2012;2012-03-29;O;O;Programmé;Marché n° 2012-15333- Gestionnaire d'unité hôtelière - Lot 7  - Vannes - CCI MORBIHAN;Fonds Social Européen;33993;56260;VANNES;99;VANNES
38;23350001600040;Conseil Régional de Bretagne;VANNES;3;MORBIHAN;56;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;47.7159229255, -3.39111373247;;48.1119791219, -1.68186449144;43718.62;21859.31;0.0;0;0;0;0;21859.31;0.0;0.0;0;0;0.0;0.0;21859.308;43718.616;789095.48;05/07/2012;15/09/2014;11/06/2012;2012-03-29;O;O;Programmé;Marché n° 2012-15335 - Technicien-ne Technico-commercial-e - Lot 6  - Vannes - CLPS;Fonds Social Européen;33991;56260;VANNES;99;VANNES
39;23350001600040;Conseil Régional de Bretagne;PLOUFRAGAN;4;COTES-D´ARMOR;22;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;37179;18589.5;0.0;0;0;0;0;18589.5;0.0;0.0;0;0;0.0;0.0;18589.5;37179.0;653751.9;28/04/2011;20/03/2013;09/05/2011;2011-03-24;O;O;Programmé;Marché n° 15196 - Technicien supérieur hygiène et qualité des produits agro-alimentaires - Lot n° 12 - Ploufragan - Zoopole Développement;Fonds Social Européen;32870;22215;PLOUFRAGAN;51;SAINT-BRIEUC
40;23350001600040;Conseil Régional de Bretagne;CARHAIX-PLOUGUER;2;FINISTERE;29;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;54944.29;27472.15;0.0;0;0;0;0;27472.14;0.0;0.0;0;0;0.0;0.0;27472.14;54944.289;893387.7;23/02/2012;02/03/2013;06/01/2012;2011-11-18;O;O;Programmé;Marché n° 15300 - Prestation Préparatoire à l'Emploi - Lot n° PPE 2 - Carhaix-plouguer - Adalea;Fonds Social Européen;33629;29024;CARHAIX-PLOUGUER;7;CHATEAULIN
41;23350001600040;Conseil Régional de Bretagne;0;0;0;0;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;141428.62;70714.31;0.0;0;0;0;0;70714.31;0.0;0.0;0;0;0.0;0.0;70714.305;141428.619;789095.48;05/07/2012;21/03/2014;11/06/2012;2012-03-29;O;O;Programmé;Marché n° 2012-15345 - BTS  Assistant-e de gestion PME/PMI - Lot 15  - Rennes et Brest - Groupement Arep Rennes - Centre de formation du Ponant;Fonds Social Européen;33997;0;0;0;0
42;23350001600040;Conseil Régional de Bretagne;0;0;0;0;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;196621.26;98310.64;0.0;0;0;0;0;98310.63;0.0;0.0;0;0;0.0;0.0;98310.627;196621.263;9106266.6;28/04/2011;31/01/2013;16/06/2011;2011-03-15;O;O;Programmé;Marché n° 15154 - Prestation Préparatoire à l'Emploi - Lot n° PPE 24 - Divers lieux en Bretagne - AREP ST MALO;Fonds Social Européen;32872;0;0;0;0
43;23350001600040;Conseil Régional de Bretagne;RENNES;3;ILLE-ET-VILAINE;35;BRETAGNE;53;35238;RENNES;35000;283 avenue du Général Patton - CS 21101;Administration publique générale;REGION;;;48.1119791219, -1.68186449144;134901.16;67450.58;0.0;0;0;0;0;67450.58;0.0;0.0;0;0;0.0;0.0;67450.581;134901.162;893387.7;23/02/2012;02/03/2013;06/01/2012;2011-03-11;O;O;Programmé;Marché n° 2011-15310 - Prestation Préparatoire à l'Emploi - Lot n° PPE 3 - Rennes - CLPS;Fonds Social Européen;33631;35238;RENNES;98;RENNES
